NAMA,HARGA,LOKASI,LUAS_TANAH,LUAS_BANGUNAN,KAMAR_TIDUR,KAMAR_MANDI,SERTIFIKAT,DAYA_LISTRIK,GARASI,JUMLAH_LANTAI,DESKRIPSI,HARGA_NUMERIC,LUAS_TANAH_NUMERIC,LUAS_BANGUNAN_NUMERIC,KAMAR_TIDUR_NUMERIC,KAMAR_MANDI_NUMERIC
Turun Harga ! Rumah Bagus Area Cluster di Komplek Sumber Sari Pasir Koja Bandung,"Rp 3,5 Miliar","Babakan Ciparay, Bandung",215 m²,615 m²,5.0,7.0,SHM,5500 Watt,1.0,3.0,"TURUN HARGA !!!   Rumah Cluster di Area Komplek Sumber Sari, Pasir Koja. Bangunan baru beres renovasi Mei 2024.. Cocok untuk rumah tinggal, atau investasi kost-kost an (total kamar ada 11) tinggal d renovasi sedkit lg bs 30 kamar dalam serumah..   Sudah d appraisal bank bulan juni 2024 d angka 3.935M ( 4M kurang sedikit ).. kemungkinan besar bs naik lagi dan mungkin bs beli rumah dg tanpa dp...   D bantu KPR sampai akad..   Detail : 1. LT 205 m2 2. LB 615 m2 ( 3 Lantai ) 3. Kamar Tidur ada 5 + kmr pmbantu 1 4. Kamar mandi 6 5. Berada di area Cluster hanya 10 rmh 6. Air summersible ( ga pernah kering ) 7. Listrik B1 5500 watt (Murah banget) 8. Lantai 3 bisa d pakai kantor ( ada ruang meeting, studio foto, live studio streaming, ruang kantor 3 & ada rooftopnya ) 9. Carport muat 2 mobil + garasi 1 mobil 10. Lokasi dekat ke supermaket, tol pasir koja, mall, rmh sakit, kantor polisi 11. Bangunan baru bres renovasi Mei 2024 12. Ac tiap kamar 13. Lingkungan aman dan nyaman 14. Cocok untuk kost-kost an juga..  Selebihnya bisa lihat-lihat dl ke lokasi..   Harga sekarang  : 3.5 Milyar (nego sampai jadi) Lokasi d Komplek Sumber Sari Pasir Koja Bandung",35000000000.0,215.0,615.0,5.0,7.0
Dijual Rumah Lux Siap Huni 2 Lantai Lokasi di Taman Kopo Indah 3,"Rp 3,5 Miliar","Taman Kopo Indah, Bandung",238 m²,245 m²,5.0,4.0,SHM,Lainnya,1.0,2.0,Dijual Rumah Lux TKI 3   SHM Luas Tanah: 238m² Luas Bangunan: 245m² Kamar Tidur: 4+1 Kamar Mandi: 3+1 Hoek Listrik: 6.000 Watt Air : Jet pum garasi 1mbl carport 1mbl Hadap timur laut  Harga : 3.5M (nepis)  Jm,35000000000.0,238.0,245.0,5.0,4.0
Rumah Terawat di Mainroad Setra Duta Raya,"Rp 6,5 Miliar","Setra Duta, Bandung",350 m²,350 m²,5.0,3.0,SHM,Lainnya,,1.0,"REPOSISI HARGA   Dijual Cepat Rumah Terawat Mainroad Setraduta Raya  SHM  LT : 350 m² LB : 350 m² KT : 5+2 KM : 3+1 Listrik : 2200  Watt Air : Jetpump Hadap : selatan Carport : 1  Garasi basement  : 4  Taman depan & belakang Dapur kotor & bersih  Harga : Op :  8 M Nego Jadi 6,5 M Nego   Lis",65000000000.0,350.0,350.0,5.0,3.0
"Dijual Rumah Bagus Siap Huni di Komplek Parahyangan Permai Geger Kalongai, Jl. Gerlong Tonggoh Iv, Gegerkalong, Sukasari, Kota Bandung, Jawa Barat, Indonesia, 40153, Geger Kalong","Rp 2,6 Miliar","Geger Kalong, Bandung",230 m²,230 m²,6.0,5.0,SHM,Lainnya,1.0,2.0,"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Geger Kalong, Bandung.  Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 1,5 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Kondisi properti ini bagus dan kokoh, memiliki plafon tinggi 3,8m memiliki desain unik yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area yang mudah dijangkau.  Detail Properti ini adalah:    - Kamar Tidur: 6   - Kamar Mandi: 5   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Siap Huni.   - Bebas Banjir.   - Dekat Universitas Pendidikan Indonesia, 3,5km.   - Dekat Pusat Perbelanjaan-BORMA Setiabudhi, 3 5km.   - Dekat Sekolah Internasional, BIS 5km.   - Dekat Sekolah Negeri.   - Lingkungan Tenang dan Damai. - Row jalan lebar 4 mobil.  Lokasi Strategis terletak di Geger Kalong, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 2.7M> 2,6M nego sd jadi, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",26000000000.0,230.0,230.0,6.0,5.0
Rumah Mewah Paramawati Golf Residence di Kota Baru Parahyangan,Rp 11 Miliar,"Kota Baru Parahyangan, Bandung",375 m²,275 m²,4.0,4.0,SHM,2200 Watt,2.0,2.0,"Rayakan hidup bersama keluarga dalam pelukan keindahan dan kemewahan alam.  PARAMAWATI House Berada di area terdepan kawasan premium Golf Residence pertama di Kota Baru Parahyangan, Rumah 2 lantai tampil anggun dibalut gradasi warna fasad yang monokrom serta dipadukan dengan kemewahan bidang quadra.  BERORIENTASI ALAM Konfigurasi massa bangunan di rancang dengan apik untuk menciptakan ruang dalam yang kaya akan sinar dan hawa yang alami. Design bidang terluar disekeliling rumah yang lepas juga didominasi oleh pintu dan jendela kaca hingga balkon privat menghadap ke taman belakang menjadi perekat interaksi penghuni dengan alam.  Lokasi 500 meter ke lapangan Golf, wahoo water world, fasilitas pendidikan bertaraf international, wilayah komersial yang terus berkembang, serta banyaknya tempat kuliner.  Untuk informasi lebih lanjut Hubungi :  Vera  Wa.me/628180xxxxxxx",11000000000.0,375.0,275.0,4.0,4.0
Dijual Limited Unit Flora Summarecon Bandung,"Rp 2,7 Miliar","Summarecon Bandung, Bandung",105 m²,110 m²,3.0,2.0,PPJB,Lainnya,,2.0,":fire: LIMITED UNIT - FLORA SUMMARECON BANDUNG :fire:  Hunian premium dengan konsep modern & lingkungan elite di kawasan berkembang pesat.   Cluster Flora Summarecon Bandung  ✨ Spesifikasi Utama: 	-	Luas Tanah: 105 m² (7 x 15) 	-	Luas Bangunan: 110 m² 	-	Kamar Tidur: 3 	-	Kamar Mandi: 2 	-	Ruang Tamu: 2 (lega & nyaman untuk entertaining) 	-	Carport: 1 mobil 	-	Listrik: 4.000 Watt 	-	Air: Artesis (jernih & stabil) 	-	Hadap: Selatan (pencahayaan ideal) 	-	Semi Furnished (siap huni, tinggal masuk) 	-	Sertifikat: PPJB   Keunggulan Properti: v Berada di kawasan premium Summarecon Bandung v Lingkungan eksklusif, rapi & nyaman v Security 24 jam (one gate system) v Cocok untuk end-user maupun investasi jangka panjang v Akses mudah ke fasilitas lifestyle (mall, sekolah, kuliner)   Harga Penawaran: Rp 2,7 M (NEGO - serious buyer only)   Henny Legacy Property 0812xxxxxxxx",27000000000.0,105.0,110.0,3.0,2.0
"Full Renov! Rumah Flora Summarecon, 4Kt Bonus AC & Kitchen Set","Rp 2,1 Miliar","Summarecon Bandung, Bandung",90 m²,130 m²,4.0,3.0,HGB,Lainnya,,2.0,"Dijual Rumah Summarecon Bandung Cluster FLORA   Full renovasi Luas tanah 90m Luas bangunan 130m Kamar tidur 4 Kamar mandi 3  Kamar utama ada kamar mandi dalam Listrik 2200W  Air artesis  Hadap selatan Carport   Sudah termasuk 5 unit AC, kitchen set, lemari TV, gorden, water heater 2 ,  Tedapat air terjun buatan dalam rumah  Harga jual 2.1M  IND SAP",21000000000.0,90.0,130.0,4.0,3.0
Rumah Murah Sariwangi Setiabudi Bandung Harga Dibawah Appraisal,Rp 800 Juta,"Sariwangi, Bandung",78 m²,230 m²,7.0,3.0,SHM,Lainnya,,3.0,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Sariwangi, Bandung.  Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 3 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Properti ini memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.  Detail Properti ini adalah:    - Kamar Tidur: 7   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Adem & Sejuk.   - Cocok Untuk Investasi.   - Lokasi Strategis.   - Lokasi Bebas Banjir.   - Bisa KPR.   - Dijual Cepat Butuh Uang.  Lokasi Strategis terletak di Sariwangi, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 800.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.  Info & Survei : Revi Artha 0813xxxxxxxx",800000000.0,78.0,230.0,7.0,3.0
Rumah Nyaman Dijual / Disewa di Cigadung Bandung,"Rp 3,5 Miliar","Cigadung, Bandung",163 m²,200 m²,3.0,2.0,Lainnya,3500 Watt,,1.0,"Untuk info lebih lengkap: Michael Maxpro - @michael_maxpro  Instagram: @maxpro.bdg @bandung_maxpro   *DISEWAKAN*  Ruang usaha rapi dan bersih di mainroad pajajaran ( cocok utk resto , tempat makan, kantor )  LT : 411 m LB : 900 m LM : 19 m 3 lantai toilet disetiap lantai , mushola listrik 7360  air : sible carport : 10 mobil  harga sewa : 450 jt / thn ( min 3 thn )  Jual Dijual Rumah Nyaman di Cigadung Bandung Dijual Sewa Disewa Rumah Nyaman di Cigadung Bandung Disewa",35000000000.0,163.0,200.0,3.0,2.0
Dijual Rumah Produktif di Pusat Kota Sayap Kalipah Apo,"Rp 1,5 Miliar","Otista, Bandung",249 m²,210 m²,4.0,2.0,SHM,5500 Watt,,1.0,"LT: 249m2 LB: 210m2 (real 270m2) KT : 4 (Kamar utama KM dalam) KM : 2+1 Ruang Produksi (2 lantai) Listrik : 5.500 watt (kabel 100% baru) Air : PDAM, penampungan air bawah tanah & tower. Furnished: Semi Furnished (lemari, kulkas, kitchen sink) Taman depan & blkg rumah Hadap: Barat Renov major : 2023  Akses jalan: 2 motor Garasi: 10 motor  Harga : 1.5 M (nego sampai jadi)  *Cocok untuk:* - Rumah Tinggal - Tempat Kost (pakir motor) - Hidden Gem Cafe - Home Industry - Pickup Point - Gudang  *Selling Point:* - Dekat dengan berbagai pusat perbelanjaan: Pasar Baru, Tamim, Yogya Supermarket, Neo Kings, Braga Citiwalk, Festival City Link, Sumbersari Junction, Superindo dll.  - Dekat dengan berbagai Pusat Makanan & Jajanan: Sudirman Street, Cibadak, Lengkong Night Street Food  - Dekat dengan Pasar Tradisional: Andir, Ciroyom, Basalamah, Pasar Anyar, dll.  - Dekat dengan Pusat Percetakan: sepanjang jl. Pagarsih. - Lebih dari 30 Sekolah Negeri maupun Swasta dalam radius 6km - Lebih dari 20 Universitas Negeri maupu Swasta: Binus, ITB, ITHB, Unpas dll dalam radius 6km.    ARS / EVE",15000000000.0,249.0,210.0,4.0,2.0
Rumah Modern Minimalis Cantik di Mekar Wangi Bandung,"Rp 3,7 Miliar","Mekar Wangi, Bandung",147 m²,190 m²,4.0,3.0,SHM,Lainnya,,2.0,Reposisi harga   Jual rumah mekar wangi bandung dlm cluster   Lt 147 m2  Lebar muka 7  Lb 190 m2 KT 4+1 KM 3+1 Hadap Barat Carport 2 Listrik token  Air jetpump   Harga : 3.85 M 3.7M nego  ICY,37000000000.0,147.0,190.0,4.0,3.0
Buana Soetta Bandung Dekat dengan Summarecon Bandung,Rp 795 Juta,"Gede Bage, Bandung",89 m²,84 m²,2.0,1.0,SHM,Lainnya,,1.0,"Jarang ada rumah bagus siap huni harga Murah!   Dalam komplek Buana Soetta  Lt. 89m² Lb. 84m Kt. 2 + 1 Km. 1 Listrik. 2200 Air. Sible Hadap. Timur Bangunan tahun 2015 Carport 1 Dapur Ruang tamu Lebar muka 7m  Selling poin: -Summarecon 1,7Km -Akses strategis, dekat kemana-mana -Masjid Al-Jabbar 3Km -Woosh 5Km  Buka Harga 795jt nego   Widya Summit Rea 0822xxxxxxxx  Listing Exclusive",795000000.0,89.0,84.0,2.0,1.0
Rumah Asri di Pusat Kota Lokasi Sayap Pajajaran,"Rp 2,8 Miliar","Pajajaran, Bandung",173 m²,160 m²,5.0,2.0,SHM,2200 Watt,1.0,2.0,"Rumah dilokasi strategis di pusat kota, Pajajaran. Highlight lokasi: ☑ Griya Yogya ☑ Sekolah Negeri maupun Swasta ☑ Kantor Samsat ☑  Pasar  ☑  Bank , DLL  Spesifikasi : SHM LT 173m2 LB 160m2 2 Lantai 5 K Tidur 2 K Mandi Garasi + Carport Taman  Lokasi tenang dan nyaman untuk tinggal, aman, asri.  Informasi lengkap, atau ingin menjadwalkan kunjungan, hubungi sekarang ke: Velice - Discovery Property Klik Whatsapp / Telepon untuk langsung menghubungi saya, terimakasih",28000000000.0,173.0,160.0,5.0,2.0
Hunian Baru Modern 900 Jutaan Antapani Private Cluster,Rp 950 Juta,"Antapani, Bandung",70 m²,58 m²,3.0,2.0,SHM,Lainnya,,2.0,*Hunian Baru Modern 900 Jutaan Antapani Private Cluster*  SHM Luas tanah: 70 m2 Luas bangunan: 58 m2 Kamar tidur: 2 Kamar mandi: 2 Lantai: 2 Listrik: 2200 watt Air: Sible Carport: 1 Mobil  *Selling Points:* Lokasi Strategis Akses Mudah One Gate System Dekat Sekolah Dekat Minimarket & Supermarket Dekat Klinik & Rumah Sakit Dekat Pasar Tradisional Dekat Kiara Park  *Harga Hanya Rp 950 Juta*  Farida 0813xxxxxxxx One Realty Elite   au,950000000.0,70.0,58.0,3.0,2.0
Rumah Villa Best View Area Sejuk dan Asri Khas Bandung Utara Dago,"Rp 4,2 Miliar","Dago, Bandung",264 m²,230 m²,5.0,5.0,SHM,Lainnya,1.0,2.0,"BUTUH CEPAT  Hunian Nyaman View pegunungan dikawasan Bandung Utara Citra Green Dago Resort Bandung  SHM 2 Lantai Luas Tanah 264 m² Luas Bangunan 232 m² Kmr Tidur : 4 Kmr Mandi : 4  Listrik 5.500 va Air PDAM Carport 2 Mobil Garasi 1 Mobi Taman Depan & Belakang Semi Furnished   Harga Penawaran : Rp. 4,2 Nego  - Lokasi bebas polusi khas Bandung Utara yg sejuk & asri - Dekat dengan universitas terbaik di Bandung (ITB, UNPAD, UNIKOM, UNPAR, UNISBA) - Dekat ke pusat pendidikan terbaik/favorit di kota Bandung - Dekat ke pusat belanja modern & tradisional - Dekat lokasi wisata lembang, dago pakar, ciumbuleuit - Keamanan 24 jam ( Dalam Cluster / One Gate System )  More Info  Vay expro",42000000000.0,264.0,230.0,5.0,5.0
* Flash Sale Rumah Baru di Tki 2 Bandung *,"Rp 1,2 Miliar","Taman Kopo Indah, Bandung",104 m²,105 m²,3.0,2.0,SHM,Lainnya,,2.0,"*JUAL CEPAT RUMAH BARU di TKI 2*--> Ready  SPEK : - Design Minimalis - Lt 104 m² - Lb 105 m² - Lebar x Panjang (6,5m x16m) - 2 lantai - 3 Bedrooms - 2 Bathrooms - Hadap Timur - Sumur bor sible - Kwh kiri 2200 kwh kanan 7700 - Carport Besar  2 mobil 2 motor - Sanitary all toto - Toren bawah, Toren atas, Septictank - Smartlock key - Pintu kayu rangka solid wood - Handle by paloma black coated - Aluminium window by Aleksindo  *Harga 1.2M* nett* ME",12000000000.0,104.0,105.0,3.0,2.0
Dijual Rumah bisa Kantor Tempat Usaha di Dadali Rajawali,"Rp 3,6 Miliar","Dadali, Bandung",219 m²,150 m²,3.0,2.0,SHM,2200 Watt,1.0,2.0,"*DIJUAL*  Rumah Furnished - Cocok Bisa Ruang Usaha / Kantor  Kodya Bandung Kompleks Dadali Bangunan sudah renov  Akses Garuda, Rajawali, Maleber, Cibeureum  LT 220m² LB ±150m² Taman Depan Belakang Luas 3 + 2KT 1 + 1KM Dapur Garasi 1 mobil Carport 4 mobil 2200W + 7700W Sumur Pompa- Air bagus & banyak Toren + Solarhart + Pompa Dorong Hadap Timur SHM  Harga 3.6 M   Edo - Maxpro 0877xxxxxxxx",36000000000.0,219.0,150.0,3.0,2.0
"Rumah Villa Mewah Cantik di Sersan Bajuri Lembang Bandung LB 350 Harga 4,4 Milyar","Rp 4,4 Miliar","Setiabudi, Bandung",225 m²,350 m²,4.0,5.0,SHM,Lainnya,,1.0,"Rumah Villa Mewah Cantik Di Sersan Bajuri Lembang Bandung LB 350 Harga 4,4 Milyar   Spesifikasi : Bangunan 2 Lantai Luas tanah 225m Luas bangunan 350m Listrik 10.600 Air artesis 4 kamar besar 5 kamar mandi Ada deck teras Kolam renang anak& dewasa Water heater Halaman (fasum komplek) Udara sejuk cenderung dingin pagi siang malam.  Terletak didalam komplek villa.   Harga 4,4 Milyar",44000000000.0,225.0,350.0,4.0,5.0
Dijual Rumah2 Lantai di Tatar Kamandaka Kbp,"Rp 3,4 Miliar","Kota Baru Parahyangan, Bandung",180 m²,130 m²,3.0,2.0,SHM,2200 Watt,,2.0,"Dijual Rumah 2 Lantai Di Tatar Kamandaka KBP  LT 180 m² LB 130 m² KT 3+1 KM 2+1 2 Lantai SHM Carport 1 Hadap selatan AC 4 unit Water heater 2 unit  Harga Rp 3,4 Milyar Nego",34000000000.0,180.0,130.0,3.0,2.0
Jual Cepat Rumah Minimalis 1 Lantai di Srigunting Andir Dadali Kota Bandung,"Rp 4,3 Miliar","Bandung Kota, Bandung",343 m²,250 m²,3.0,2.0,SHM,4400 Watt,3.0,1.0,"Rumah Minimalis 1 Lantai Di Srigunting Andir Dadali Kota Bandung  Luas tanah 343 m2 Luas bangunan 250 m2 Kamar tidur 3 + 2 Kamar mandi 2 + 1 Lebar muka 11 m Panjang 31 m Listrik 4400 watt Garasi 3 mobil Carport 2 mobil 1 Lantai Hadap timur  Harga 4,3 M (nego)  More Info, Gunawan Tan Discovery Property Central Bandung",43000000000.0,343.0,250.0,3.0,2.0
"Rumah Dekat Tol Pasir Koja di Holis Sumber Sari , Bandung Kota",Rp 4 Miliar,"Bandung Kota, Bandung",440 m²,340 m²,4.0,2.0,SHM,Lainnya,,1.0,"Luas Tanah : 440 m2 Luas Bangunan : 340 m2 Lebar Muka : 22 m Kamar Tidur 4+1 Kamar Mandi 2+1 Hadap Selatan  Harga 4 M (NEGO)  More details, Vivi Tan Discovery property Telp/Whatsapp 0812200xxxx",4000000000.0,440.0,340.0,4.0,2.0
"Hunian Nyaman Rumah 1 Lantai, 600 M Dari Telkom University dan Dekat ke Pintu Toll Buah Batu",Rp 620 Juta,"Buah Batu, Bandung",78 m²,78 m²,2.0,1.0,SHM,2200 Watt,1.0,1.0,"SPESIFIKASI RUMAH* -⁠  ⁠Sertifikat: SHM -⁠  ⁠Luas Bangunan : 78 m2 -⁠  ⁠Luas Tanah : 78 m2 -⁠  ⁠Panjang : 13,35 m -⁠  ⁠Lebar : 6 m -⁠  ⁠Kondisi: Semifurnished -⁠  ⁠Akses Jalan: Mobil masuk dengan mudah -⁠  ⁠Lingkungan: Nyaman dan aman (Perumahan 24 Jam Security)  *Ruangan* -⁠  ⁠Ruang Tengah : 1 -⁠  ⁠Kamar Tidur : 2 -⁠  ⁠Dapur : 1 (FREE kitchen Set) -⁠  ⁠Kamar Mandi + Westafel : 1 -⁠  ⁠Garasi :  1 mobil + 2 motor -⁠  ⁠Rumah paling  ujung (Jika punya 2 Mobil, Bisa Parkir Depan Rumah Tanpa Menganggu Jalan Tetangga)   *FASILITAS* -⁠  ⁠Instalasi Water Heater -⁠  ⁠Instalasi AC  *LOKASI* Dijual rumah 1 lantai di lokasi yang tenang namun sangat strategis, hanya 600 meter dari Telkom University dan dekat ke Pintu Toll Buah Batu. Sangat cocok untuk keluarga, karyawan, dosen, mahasiswa, maupun investasi sewa jangka panjang.  *KEUNGGULAN LOKASI* -⁠  ⁠600 meter ke Telkom University -⁠  ⁠1,5 km ke Pintu Toll Buah Batu  -⁠  ⁠1,5 km ke Yogya Bojongsoang -⁠  ⁠1,7 km ke Transmart Buah Batu -⁠  ⁠2 km ke Oetomo Hospital -⁠  ⁠2,7 km ke sekolah Al-Azhar Podomoro   *KELEBIHAN PROPERTI* -⁠  ⁠Posisi rumah di kawasan yang berkembang pesat -⁠  ⁠Cocok untuk hunian maupun investasi karena permintaan sewa tinggi -⁠  ⁠Lingkungan tenang, tidak banjir -⁠  ⁠Desain 1 lantai yang fungsional dan mudah dirawat  Rumah ini siap menjadi pilihan terbaik untuk Anda yang mencari hunian strategis dekat kampus dan akses toll.",620000000.0,78.0,78.0,2.0,1.0
For Sale Rumah Baru di Kbp Tatar Punawangi,"Rp 3,1 Miliar","Kota Baru Parahyangan, Bandung",144 m²,95 m²,3.0,2.0,SHM,Lainnya,,2.0,"FOR SALE RUMAH BARU DI KBP TATAR PUNAWANGI LT 144m² LB 95 m² L.muka 8m KT 3 KM 2 Listrik 2.200w Air Developer Carpot 1 mobil SHM Harga : 3.1 M NEGO  More Info, Meike Theresia Discovery Property",31000000000.0,144.0,95.0,3.0,2.0
"Rumah dengan Kolam Renang Geger Kalong Gegerkalong, Bandung Utara","Rp 6,5 Miliar","Setiabudi, Bandung",450 m²,270 m²,5.0,3.0,SHM,Lainnya,1.0,1.0,"rumah dengan kolam renang Geger Kalong Gegerkalong, Bandung Utara   LT 450m2 LB  270m2 KT 5+ KM 3 2 Lantai r.keluarga bangunan untuk ART ( 3KT+ 1KM+dapur) carport 3 garasi 1 pos satpam  6.5M",65000000000.0,450.0,270.0,5.0,3.0
Rumah Cantik Full Furnished di Setiabudi Regency,"Rp 3,5 Miliar","Setiabudi, Bandung",219 m²,265 m²,4.0,3.0,SHM,Lainnya,,2.0,Dekat dengan UPI Dekat dengan NHI Dekat dengan area wisata di Lembang dan sekitarnya Banyak jalan alternatif bila terjadi kemacetan di Jalan Utama,35000000000.0,219.0,265.0,4.0,3.0
Rumah Tengah Kota Bandung Jalan Alani Kosambi Jl. Sunda,"Rp 4,3 Miliar","Bandung Kota, Bandung",255 m²,500 m²,4.0,2.0,SHM,5500 Watt,1.0,3.0,Jual Rumah Tengah Kota Bandung  Jalan Alani (Kosambi / Jl. Sunda)  Luas tanah : 255 mÂ² Luas bangunan : +/- 500 mÂ² 3 lantai Hadap timur   4 kamar tidur 2 kamar mandi Area produksi home industry di lantai atas  Harga : 4.3 M Nego,43000000000.0,255.0,500.0,4.0,2.0
Jual Cepat Rumah Minimalis Modern di Batununggal Kota Bandung,"Rp 2,9 Miliar","Batununggal, Bandung",180 m²,120 m²,3.0,3.0,SHM,4400 Watt,,1.0,"Di Jual Hunian Minimalis Siap Pakai Di Batununggal, Bandung  Luas Tanah : 180m2 Luas Bangunan : 120m2 Kamar Tidur : 3 Kamar Mandi : 3 Lebar Muka 10m Hadap Timur Listrik 4400 Watt  Harga : 2,9M NEGO  More info, Gunawan Tan Discovery Property Central Bandung",29000000000.0,180.0,120.0,3.0,3.0
"Rumah Baru Harga di 900 Juta An, di Tengah Kota Cimahi",Rp 995 Juta,"Cimahi, Bandung",105 m²,45 m²,2.0,1.0,SHM,Lainnya,,1.0,"Rumah Baru Yang Adem di Cimahi, Hanya 10 Menit Ke Alun Alun Cimahi  Temukan hunian impian Anda di Kolmas Regency Cimahi, kawasan perumahan yang asri, modern, dan nyaman untuk keluarga Anda. Rumah ini menawarkan :  Spesifikasi : - Luas Tanah : 105 m² - Luas Bangunan : 45 m² - Kamar Tidur : 2 - Kamar Mandi : 1 - Carport - Taman  Keunggulan Lokasi : - Dekat dengan fasilitas umum: Sekolah, Rumah Sakit, dan Pusat Perbelanjaan - Akses mudah ke jalan utama dan tol - Lingkungan aman, nyaman, dan bebas banjir - Udara segar khas Cimahi - Jalan perumahan lebar dan terawat  Dapatkan Harga Super Diskon!! Hanya Rp. 1.045.000.xxx,- FREE PPN 50% Jadi Rp. 995.471.xxx  More details, Vivi Tan Discovery property Telp/Whatsapp 0812200xxxx",995000000.0,105.0,45.0,2.0,1.0
Rumah Baru Bagus Minimalis di Kopo Kanaya Residence,Rp 914 Juta,"Taman Kopo Indah, Bandung",72 m²,50 m²,2.0,1.0,SHM,Lainnya,,1.0,"Dijual Rumah Baru Bagus Minimalis di Kopo Kanaya Residence  Spesifikasi: - Luas Tanah 72 m2 - Luas Bangunan 50 m2 - Kamar Tidur 2 - Kamar Mandi 1  Harga 914 Juta (Nego)  More Info, Gunawan Tan Discovery Property Central Bandung",914000000.0,72.0,50.0,2.0,1.0
Rumah Terawat Siap Huni Tki 5 Pinewood Bandung,"Rp 1,3 Miliar","Taman Kopo Indah, Bandung",96 m²,110 m²,2.0,1.0,Lainnya,Lainnya,,1.0,"SPESIFIKASI: Luas tanah 96 m2 Luas bangunan 110 m2 Κamar tidur 2+1 Kamar mandi 1+1 Lebar Muka 6 m 1,5 Lantai Carport 1 Hadap Barat  Harga : 1,3 M Nego  More details, Linda Lestari Discovery Property Telp/Whatsapp 0851xxxxxxxxKBP-ERW-CAS)",13000000000.0,96.0,110.0,2.0,1.0
* Fast Sell Dijual Rumah Nyaman Siap Huni di Komplek Dadali Bandung *,"Rp 5,5 Miliar","Dadali, Bandung",399 m²,304 m²,4.0,4.0,SHM,Lainnya,3.0,2.0,"*DIJUAL*   Rumah nyaman siap huni  Di komplek Dadali   Lingkungan sangat aman dan nyaman   One gate   Luas tanah : 399 m2 Luas bangunan : 304 m2 Lebar muka : 15 m   Kamar tidur + kamar mandi : 2 kamar  Kamar tidur : 2 Kamar mandi : 2   Kamar tidur service : 2  Kamar mandi : 1   Ruang keluarga  Ruang tamu  Ruang makan : 2   Taman depan dan dalam   Dapur kotor   Ruang service  Area jemur : lantai 2   Semi furnish   Listrik : 2200 watt Air : sumur + PDAM  Garasi + carport : 3 mobil + 2 motor   SHM   Harga : 5,5 M nego  LV OR+",55000000000.0,399.0,304.0,4.0,4.0
Jual Rumah Siap Huni Taman Kopo Indah,"Rp 2,2 Miliar","Taman Kopo Indah, Bandung",144 m²,130 m²,3.0,2.0,SHM,Lainnya,,1.0,Jual Rumah Taman Kopo Indah V lebar muka 9m 3+1 kt 2+1 km 4400 Watt jetpump 2 filter + toren 3 unit AC water heater central  semi furnish carport 2 mobil,22000000000.0,144.0,130.0,3.0,2.0
